sitetag,Site,yr,TagNo,DBH,surv,lags,resurveyarea,newplt
MSC1433,MSC,2004,1433,NA,0,1,1,0
MSC1434,MSC,2002,1434,0.269909413154784,1,0,1,0
MSC1434,MSC,2003,1434,NA,1,1,1,0
MSC1434,MSC,2004,1434,NA,0,1,1,0
MSC1446,MSC,2002,1446,0.320086648286726,1,0,1,0
MSC1446,MSC,2003,1446,NA,1,1,1,0
MSC1446,MSC,2004,1446,NA,0,1,1,0
MSC1447,MSC,2002,1447,0.370263883418668,1,0,1,0
MSC1447,MSC,2003,1447,NA,1,1,1,0
MSC1447,MSC,2004,1447,NA,0,1,1,0
MSC1450,MSC,2002,1450,0.370263883418668,1,0,1,0
MSC1450,MSC,2003,1450,NA,1,1,1,0
MSC1450,MSC,2004,1450,NA,0,1,1,0
MSC1457,MSC,2002,1457,0.320086648286726,1,0,1,0
MSC1457,MSC,2003,1457,NA,1,1,1,0
MSC1457,MSC,2004,1457,NA,0,1,1,0
MSC1460,MSC,2002,1460,0.370263883418668,1,0,1,0
MSC1460,MSC,2003,1460,NA,1,1,1,0
MSC1460,MSC,2004,1460,NA,0,1,1,0
MSC1464,MSC,2002,1464,0.72150452934226,1,0,1,0
MSC1464,MSC,2003,1464,0.72150452934226,1,1,1,0
MSC1464,MSC,2004,1464,0.72150452934226,1,1,1,0
MSC1464,MSC,2005,1464,NA,NA,0,1,0
MSC1464,MSC,2006,1464,NA,NA,0,1,0
MSC1464,MSC,2007,1464,NA,1,3,1,0
MSC1467,MSC,2002,1467,0.269909413154784,1,0,1,0
MSC1467,MSC,2003,1467,NA,1,1,1,0
MSC1467,MSC,2004,1467,NA,0,1,1,0
MSC1471,MSC,2002,1471,0.320086648286726,1,0,1,0
MSC1471,MSC,2003,1471,NA,1,1,1,0
MSC1471,MSC,2004,1471,NA,0,1,1,0
MSC1478,MSC,2002,1478,0.470618353682551,1,0,1,0
MSC1478,MSC,2003,1478,NA,1,1,1,0
MSC1478,MSC,2004,1478,0.621150059078376,1,1,1,0
MSC1478,MSC,2005,1478,NA,NA,0,1,0
MSC1478,MSC,2006,1478,NA,NA,0,1,0
MSC1478,MSC,2007,1478,0.48979512182897,0,3,1,0
MSC1481,MSC,2002,1481,0.269909413154784,1,0,1,0
MSC1481,MSC,2003,1481,NA,1,1,1,0
MSC1481,MSC,2004,1481,NA,0,1,1,0
MSC1483,MSC,2002,1483,0.219732178022843,1,0,1,1
MSC1483,MSC,2003,1483,NA,1,1,1,0
MSC1483,MSC,2004,1483,NA,0,1,1,0
MSC1490,MSC,2002,1490,0.219732178022843,1,0,1,1
MSC1490,MSC,2003,1490,NA,1,1,1,0
MSC1490,MSC,2004,1490,NA,0,1,1,0
MSC1491,MSC,2002,1491,0.219732178022843,1,0,1,1
MSC1491,MSC,2003,1491,NA,1,1,1,0
MSC1491,MSC,2004,1491,NA,0,1,1,0
MSC1492,MSC,2002,1492,0.219732178022843,1,0,1,1
MSC1492,MSC,2003,1492,NA,1,1,1,0
MSC1492,MSC,2004,1492,NA,0,1,1,0
MSC1495,MSC,2002,1495,0.219732178022843,1,0,1,1
MSC1495,MSC,2003,1495,NA,1,1,1,0
MSC1495,MSC,2004,1495,NA,0,1,1,0
MSC1496,MSC,2002,1496,0.520795588814493,1,0,1,0
MSC1496,MSC,2003,1496,NA,1,1,1,0
MSC1496,MSC,2004,1496,NA,0,1,1,0
MSC1499,MSC,2002,1499,0.320086648286726,1,0,1,0
MSC1499,MSC,2003,1499,NA,1,1,1,0
MSC1499,MSC,2004,1499,NA,0,1,1,0
MSC1515,MSC,2003,1515,0.169554942890901,1,0,1,1
MSC1515,MSC,2004,1515,NA,1,1,1,0
MSC1515,MSC,2005,1515,NA,NA,0,1,0
MSC1515,MSC,2006,1515,NA,NA,0,1,0
MSC1515,MSC,2007,1515,NA,0,3,1,0
MSC1535,MSC,2003,1535,0.169554942890901,1,0,1,1
MSC1535,MSC,2004,1535,NA,1,1,1,0
MSC1535,MSC,2005,1535,NA,NA,0,1,0
MSC1535,MSC,2006,1535,NA,NA,0,1,0
MSC1535,MSC,2007,1535,NA,0,3,1,0
MSC1537,MSC,2003,1537,0.169554942890901,1,0,1,1
MSC1537,MSC,2004,1537,NA,1,1,1,0
MSC1537,MSC,2005,1537,NA,NA,0,1,0
MSC1537,MSC,2006,1537,NA,NA,0,1,0
MSC1537,MSC,2007,1537,NA,0,3,1,0
MSC1543,MSC,2003,1543,0.219732178022843,1,0,1,1
MSC1543,MSC,2004,1543,NA,1,1,1,0
MSC1543,MSC,2005,1543,NA,NA,0,1,0
MSC1543,MSC,2006,1543,NA,NA,0,1,0
MSC1543,MSC,2007,1543,NA,0,3,1,0
MSC1544,MSC,2003,1544,0.169554942890901,1,0,1,1
MSC1544,MSC,2004,1544,NA,1,1,1,0
MSC1544,MSC,2005,1544,NA,NA,0,1,0
MSC1544,MSC,2006,1544,NA,NA,0,1,0
MSC1544,MSC,2007,1544,NA,0,3,1,0
MSC1710b,MSC,2011,1710b,0.219732178022843,1,0,1,1
MSC1710b,MSC,2012,1710b,NA,NA,0,1,1
MSC1710b,MSC,2013,1710b,NA,1,2,1,0
MSC1717b,MSC,2011,1717b,1.42398582118944,1,0,1,0
MSC1717b,MSC,2012,1717b,NA,NA,0,1,0
MSC1717b,MSC,2013,1717b,NA,1,2,1,0
MSC1717b,MSC,2014,1717b,NA,0,1,1,0
MSC1719b,MSC,2011,1719b,0.169554942890901,1,0,1,1
MSC1719b,MSC,2012,1719b,NA,NA,0,1,1
MSC1719b,MSC,2013,1719b,0.219732178022843,1,2,1,0
MSC1719b,MSC,2014,1719b,0.219732178022843,1,1,1,0
MSC1719b,MSC,2015,1719b,NA,1,1,1,0
MSC1720b,MSC,2011,1720b,0.169554942890901,1,0,1,1
MSC1720b,MSC,2012,1720b,NA,NA,0,1,1
MSC1720b,MSC,2013,1720b,0.219732178022843,1,2,1,0
MSC1720b,MSC,2014,1720b,0.470618353682551,1,1,1,0
MSC1720b,MSC,2015,1720b,NA,1,1,1,0
MSC1740a,MSC,2007,1740a,0.219732178022843,1,0,1,1
MSC1740a,MSC,2008,1740a,NA,NA,0,1,1
MSC1740a,MSC,2009,1740a,NA,1,2,1,0
MSC1740a,MSC,2010,1740a,NA,NA,0,1,0
MSC1740a,MSC,2011,1740a,NA,0,2,1,0
MSC1886,MSC,2002,1886,2.5,1,0,0,0
MSC1886,MSC,2003,1886,3,1,1,0,0
MSC1886,MSC,2004,1886,3.3,1,1,0,0
MSC1886,MSC,2005,1886,NA,NA,0,0,0
MSC1886,MSC,2006,1886,NA,NA,0,0,0
MSC1886,MSC,2007,1886,4.9,1,3,0,0
MSC1886,MSC,2008,1886,NA,NA,0,0,0
MSC1886,MSC,2009,1886,6.2,1,2,0,0
MSC1886,MSC,2010,1886,NA,NA,0,0,0
MSC1886,MSC,2011,1886,8.7,1,2,0,0
MSC1886,MSC,2012,1886,NA,NA,0,0,0
MSC1886,MSC,2013,1886,9.7,1,2,0,0
MSC1886,MSC,2014,1886,9.9,1,1,0,0
MSC1886,MSC,2015,1886,10.2,1,1,0,0
MSC1886,MSC,2016,1886,NA,1,1,0,0
MSC1886,MSC,2017,1886,8.4,1,1,0,0
MSC1889,MSC,2002,1889,7.4,1,0,0,0
MSC1889,MSC,2003,1889,7.7,1,1,0,0
MSC1889,MSC,2004,1889,8.5,1,1,0,0
MSC1889,MSC,2005,1889,NA,NA,0,0,0
MSC1889,MSC,2006,1889,NA,NA,0,0,0
MSC1889,MSC,2007,1889,10.7,1,3,0,0
MSC1889,MSC,2008,1889,NA,NA,0,0,0
MSC1889,MSC,2009,1889,12.2,1,2,0,0
MSC1889,MSC,2010,1889,NA,NA,0,0,0
MSC1889,MSC,2011,1889,15.7,1,2,0,0
MSC1889,MSC,2012,1889,NA,NA,0,0,0
MSC1889,MSC,2013,1889,17.9,1,2,0,0
MSC1889,MSC,2014,1889,NA,1,1,0,0
MSC1889,MSC,2015,1889,18.9,1,1,0,0
MSC1889,MSC,2016,1889,19.5,1,1,0,0
MSC1889,MSC,2017,1889,20.5,1,1,0,0
MSC1890,MSC,2002,1890,1.6,1,0,0,0
MSC1890,MSC,2003,1890,2,1,1,0,0
MSC1890,MSC,2004,1890,2.2,1,1,0,0
MSC1890,MSC,2005,1890,NA,NA,0,0,0
MSC1890,MSC,2006,1890,NA,NA,0,0,0
MSC1890,MSC,2007,1890,NA,1,3,0,0
MSC1894,MSC,2002,1894,1.4,1,0,0,0
MSC1894,MSC,2003,1894,1.3,1,1,0,0
MSC1894,MSC,2004,1894,1.3,1,1,0,0
MSC1894,MSC,2005,1894,NA,NA,0,0,0
MSC1894,MSC,2006,1894,NA,NA,0,0,0
MSC1894,MSC,2007,1894,0.72150452934226,1,3,0,0
MSC1894,MSC,2008,1894,NA,NA,0,0,0
MSC1894,MSC,2009,1894,0.72150452934226,1,2,0,0
MSC1894,MSC,2010,1894,NA,NA,0,0,0
MSC1894,MSC,2011,1894,NA,1,2,0,0
MSC1894,MSC,2012,1894,NA,NA,0,0,0
MSC1894,MSC,2013,1894,NA,0,2,0,0
MSC1897,MSC,2002,1897,0.9,1,0,0,0
MSC1897,MSC,2003,1897,1.3,1,1,0,0
MSC1897,MSC,2004,1897,1.5,1,1,0,0
MSC1897,MSC,2005,1897,NA,NA,0,0,0
MSC1897,MSC,2006,1897,NA,NA,0,0,0
MSC1897,MSC,2007,1897,3.3,1,3,0,0
MSC1897,MSC,2008,1897,NA,NA,0,0,0
MSC1897,MSC,2009,1897,4.3,1,2,0,0
MSC1897,MSC,2010,1897,NA,NA,0,0,0
MSC1897,MSC,2011,1897,6.4,1,2,0,0
MSC1897,MSC,2012,1897,NA,NA,0,0,0
MSC1897,MSC,2013,1897,7.6,1,2,0,0
MSC1897,MSC,2014,1897,7.6,1,1,0,0
MSC1897,MSC,2015,1897,7.8,1,1,0,0
MSC1897,MSC,2016,1897,NA,1,1,0,0
MSC1897,MSC,2017,1897,NA,1,1,0,0
MSC1900,MSC,2002,1900,59.8,1,0,0,0
MSC1900,MSC,2003,1900,60,1,1,0,0
MSC1900,MSC,2004,1900,60.2,1,1,0,0
MSC1900,MSC,2005,1900,NA,NA,0,0,0
MSC1900,MSC,2006,1900,NA,NA,0,0,0
MSC1900,MSC,2007,1900,59.4,1,3,0,0
MSC1900,MSC,2008,1900,NA,NA,0,0,0
MSC1900,MSC,2009,1900,59.7,1,2,0,0
MSC1900,MSC,2010,1900,NA,NA,0,0,0
MSC1900,MSC,2011,1900,62,1,2,0,0
MSC1900,MSC,2012,1900,NA,NA,0,0,0
MSC1900,MSC,2013,1900,NA,1,2,0,0
MSC1900,MSC,2014,1900,NA,0,1,0,0
MSC1927,MSC,2002,1927,63.5,1,0,0,0
MSC1927,MSC,2003,1927,64.1,1,1,0,0
MSC1927,MSC,2004,1927,65.2,1,1,0,0
MSC1927,MSC,2005,1927,NA,NA,0,0,0
MSC1927,MSC,2006,1927,NA,NA,0,0,0
MSC1927,MSC,2007,1927,67,1,3,0,0
MSC1927,MSC,2008,1927,NA,NA,0,0,0
MSC1927,MSC,2009,1927,NA,NA,0,0,0
MSC1927,MSC,2010,1927,67.5,1,3,0,0
MSC1927,MSC,2011,1927,NA,1,1,0,0
MSC1927,MSC,2012,1927,NA,NA,0,0,0
MSC1927,MSC,2013,1927,NA,0,2,0,0
MSC1973,MSC,2002,1973,0.269909413154784,1,0,1,0
MSC1973,MSC,2003,1973,NA,1,1,1,0
MSC1973,MSC,2004,1973,NA,0,1,1,0
MSC1974,MSC,2002,1974,0.219732178022843,1,0,1,1
MSC1974,MSC,2003,1974,NA,1,1,1,0
MSC1974,MSC,2004,1974,NA,0,1,1,0
MSC1975,MSC,2002,1975,0.269909413154784,1,0,1,0
MSC1975,MSC,2003,1975,NA,1,1,1,0
MSC1975,MSC,2004,1975,NA,0,1,1,0
MSC1976,MSC,2002,1976,0.219732178022843,1,0,1,1
MSC1976,MSC,2003,1976,NA,1,1,1,0
MSC1976,MSC,2004,1976,NA,0,1,1,0
MSC1980,MSC,2002,1980,2.2,1,0,1,0
MSC1980,MSC,2003,1980,2.2,1,1,1,0
MSC1980,MSC,2004,1980,NA,1,1,1,0
MSC1980,MSC,2005,1980,NA,NA,0,1,0
MSC1980,MSC,2006,1980,NA,NA,0,1,0
MSC1980,MSC,2007,1980,2.3,1,3,1,0
MSC1980,MSC,2008,1980,NA,NA,0,1,0
MSC1980,MSC,2009,1980,NA,NA,0,1,0
MSC1980,MSC,2010,1980,2.3,1,3,1,0
MSC1980,MSC,2011,1980,2.5,1,1,1,0
MSC1980,MSC,2012,1980,NA,NA,0,1,0
MSC1980,MSC,2013,1980,4.6,1,2,1,0
MSC1980,MSC,2014,1980,4.8,1,1,1,0
MSC1980,MSC,2015,1980,5,1,1,1,0
MSC1980,MSC,2016,1980,4.7,1,1,1,0
MSC1980,MSC,2017,1980,5,1,1,1,0
MSC1983,MSC,2002,1983,0.219732178022843,1,0,1,0
MSC1983,MSC,2003,1983,NA,1,1,1,0
MSC1983,MSC,2004,1983,NA,0,1,1,0
MSC1984,MSC,2002,1984,0.269909413154784,1,0,1,0
MSC1984,MSC,2003,1984,NA,1,1,1,0
MSC1984,MSC,2004,1984,NA,0,1,1,0
MSC1986,MSC,2002,1986,0.320086648286726,1,0,1,0
MSC1986,MSC,2003,1986,0.320086648286726,1,1,1,0
MSC1986,MSC,2004,1986,0.320086648286726,1,1,1,0
MSC1986,MSC,2005,1986,NA,NA,0,1,0
MSC1986,MSC,2006,1986,NA,NA,0,1,0
MSC1986,MSC,2007,1986,NA,1,3,1,0
MSC1991,MSC,2002,1991,0.570972823946435,1,0,1,0
MSC1991,MSC,2003,1991,NA,1,1,1,0
MSC1991,MSC,2004,1991,NA,0,1,1,0
MSC1993,MSC,2002,1993,0.320086648286726,1,0,1,0
MSC1993,MSC,2003,1993,NA,1,1,1,0
MSC1993,MSC,2004,1993,NA,0,1,1,0
MSC1NA,MSC,2002,1NA,0.269909413154784,1,0,1,0
MSC1NA,MSC,2003,1NA,NA,1,1,1,0
MSC1NA,MSC,2004,1NA,NA,0,1,1,0
MSC4064,MSC,2015,4064,0.169554942890901,1,0,1,1
MSC4064,MSC,2016,4064,NA,1,1,1,0
MSC4088,MSC,2013,4088,0.169554942890901,1,0,1,1
MSC4088,MSC,2014,4088,NA,1,1,1,0
MSC4602,MSC,2005,4602,1.2,1,0,0,0
MSC4602,MSC,2006,4602,NA,NA,0,0,0
MSC4602,MSC,2007,4602,NA,1,2,0,0
MSC4602,MSC,2008,4602,NA,NA,0,0,0
MSC4602,MSC,2009,4602,NA,NA,0,0,0
MSC4602,MSC,2010,4602,NA,1,3,0,0
MSC4602,MSC,2011,4602,NA,0,1,0,0
MSC4604,MSC,2005,4604,1.1,1,0,0,0
MSC4604,MSC,2006,4604,NA,NA,0,0,0
MSC4604,MSC,2007,4604,1.5,1,2,0,0
MSC4604,MSC,2008,4604,NA,NA,0,0,0
MSC4604,MSC,2009,4604,NA,NA,0,0,0
MSC4604,MSC,2010,4604,1.8,1,3,0,0
MSC4604,MSC,2011,4604,NA,1,1,0,0
MSC4604,MSC,2012,4604,NA,NA,0,0,0
MSC4604,MSC,2013,4604,NA,0,2,0,0
MSC4609,MSC,2005,4609,1.7,1,0,0,0
MSC4609,MSC,2006,4609,NA,NA,0,0,0
MSC4609,MSC,2007,4609,2.5,1,2,0,0
MSC4609,MSC,2008,4609,NA,NA,0,0,0
MSC4609,MSC,2009,4609,NA,NA,0,0,0
MSC4609,MSC,2010,4609,3.5,1,3,0,0
MSC4609,MSC,2011,4609,NA,1,1,0,0
MSC4609,MSC,2012,4609,NA,NA,0,0,0
MSC4609,MSC,2013,4609,NA,0,2,0,0
MSC4612,MSC,2005,4612,1.1,1,0,0,0
MSC4612,MSC,2006,4612,NA,NA,0,0,0
MSC4612,MSC,2007,4612,1.6,1,2,0,0
MSC4612,MSC,2008,4612,NA,NA,0,0,0
MSC4612,MSC,2009,4612,NA,NA,0,0,0
MSC4612,MSC,2010,4612,2.3,1,3,0,0
MSC4612,MSC,2011,4612,3.2,1,1,0,0
MSC4612,MSC,2012,4612,NA,NA,0,0,0
MSC4612,MSC,2013,4612,3.3,1,2,0,0
MSC4612,MSC,2014,4612,3.4,1,1,0,0
MSC4612,MSC,2015,4612,3.5,1,1,0,0
MSC4612,MSC,2016,4612,3.6,1,1,0,0
MSC4612,MSC,2017,4612,NA,1,1,0,0
MSC4643,MSC,2005,4643,0.570972823946435,1,0,0,0
MSC4643,MSC,2006,4643,NA,NA,0,0,0
MSC4643,MSC,2007,4643,1.6,1,2,0,0
MSC4643,MSC,2008,4643,NA,NA,0,0,0
MSC4643,MSC,2009,4643,NA,NA,0,0,0
MSC4643,MSC,2010,4643,2.6,1,3,0,0
MSC4643,MSC,2011,4643,5.7,1,1,0,0
MSC4643,MSC,2012,4643,NA,NA,0,0,0
MSC4643,MSC,2013,4643,7.3,1,2,0,0
MSC4643,MSC,2014,4643,NA,1,1,0,0
MSC4643,MSC,2015,4643,7.5,1,1,0,0
MSC4643,MSC,2016,4643,7.9,1,1,0,0
MSC4643,MSC,2017,4643,8.8,1,1,0,0
MSC4652,MSC,2007,4652,0.219732178022843,1,0,1,1
MSC4652,MSC,2008,4652,NA,NA,0,1,1
MSC4652,MSC,2009,4652,NA,1,2,1,0
MSC4652,MSC,2010,4652,NA,NA,0,1,0
MSC4652,MSC,2011,4652,NA,0,2,1,0
MSC4936,MSC,2005,4936,0.169554942890901,1,0,1,1
MSC4936,MSC,2006,4936,NA,NA,0,1,1
MSC4936,MSC,2007,4936,NA,1,2,1,0
MSC4963,MSC,2005,4963,0.169554942890901,1,0,1,1
MSC4963,MSC,2006,4963,NA,NA,0,1,1
MSC4963,MSC,2007,4963,NA,1,2,1,0
OP121,OP,2002,121,0.320086648286726,1,0,1,0
OP121,OP,2003,121,0.320086648286726,1,1,1,0
OP121,OP,2004,121,NA,NA,0,1,0
OP121,OP,2005,121,0.370263883418668,1,2,1,0
OP121,OP,2006,121,0.520795588814493,1,1,1,0
OP121,OP,2007,121,0.520795588814493,1,1,1,0
OP121,OP,2008,121,NA,NA,0,1,0
OP121,OP,2009,121,0.570972823946435,1,2,1,0
OP121,OP,2010,121,NA,NA,0,1,0
OP121,OP,2011,121,0.771681764474201,1,2,1,0
OP121,OP,2012,121,NA,NA,0,1,0
OP121,OP,2013,121,0.922213469870027,1,2,1,0
OP121,OP,2014,121,0.972390705001968,1,1,1,0
OP121,OP,2015,121,NA,1,1,1,0
OP1667,OP,2003,1667,0.169554942890901,1,0,1,1
OP1667,OP,2004,1667,0.169554942890901,1,1,1,0
OP1667,OP,2005,1667,0.219732178022843,1,1,1,0
OP1667,OP,2006,1667,NA,1,1,1,0
OP1667,OP,2007,1667,NA,0,1,1,0
OP283,OP,2002,283,18.9,1,0,1,0
OP283,OP,2003,283,20.7,1,1,1,0
OP283,OP,2004,283,NA,NA,0,1,0
OP283,OP,2005,283,21.7,1,2,1,0
OP283,OP,2006,283,24.8,1,1,1,0
OP283,OP,2007,283,25,1,1,1,0
OP283,OP,2008,283,NA,NA,0,1,0
OP283,OP,2009,283,26.8,1,2,1,0
OP283,OP,2010,283,NA,NA,0,1,0
OP283,OP,2011,283,29,1,2,1,0
OP283,OP,2012,283,NA,NA,0,1,0
OP283,OP,2013,283,NA,1,2,1,0
OP283,OP,2014,283,29.9,1,1,1,0
OP283,OP,2015,283,29.8,1,1,1,0
OP283,OP,2016,283,30.6,1,1,1,0
OP283,OP,2017,283,30.7,1,1,1,0
OP297,OP,2002,297,0.269909413154784,1,0,1,0
OP297,OP,2003,297,NA,1,1,1,0
OP297,OP,2004,297,NA,NA,0,1,0
OP297,OP,2005,297,NA,1,2,1,0
OP297,OP,2006,297,NA,0,1,1,0
OP4073,OP,2013,4073,0.269909413154784,1,0,1,0
OP4073,OP,2014,4073,NA,1,1,1,0
OP4186,OP,2014,4186,13.2,1,0,0,0
OP4186,OP,2015,4186,NA,1,1,0,0
OP88,OP,2002,88,0.320086648286726,1,0,1,0
OP88,OP,2003,88,0.470618353682551,1,1,1,0
OP88,OP,2004,88,NA,NA,0,1,0
OP88,OP,2005,88,NA,1,2,1,0
OP88,OP,2006,88,0.504200860706293,0,1,1,0
SSC203,SSC,2002,203,7.3,1,0,1,0
SSC203,SSC,2003,203,7.5,1,1,1,0
SSC203,SSC,2004,203,NA,NA,0,1,0
SSC203,SSC,2005,203,7.6,1,2,1,0
SSC203,SSC,2006,203,NA,NA,0,1,0
SSC203,SSC,2007,203,7.5,1,2,1,0
SSC203,SSC,2008,203,NA,NA,0,1,0
SSC203,SSC,2009,203,7.7,1,2,1,0
SSC203,SSC,2010,203,NA,NA,0,1,0
SSC203,SSC,2011,203,7.5,1,2,1,0
SSC203,SSC,2012,203,NA,NA,0,1,0
SSC203,SSC,2013,203,NA,1,2,1,0
SSC203,SSC,2014,203,NA,0,1,1,0
SSC351,SSC,2002,351,8.3,1,0,1,0
SSC351,SSC,2003,351,8.6,1,1,1,0
SSC351,SSC,2004,351,NA,NA,0,1,0
SSC351,SSC,2005,351,9.5,1,2,1,0
SSC351,SSC,2006,351,NA,NA,0,1,0
SSC351,SSC,2007,351,10.4,1,2,1,0
SSC351,SSC,2008,351,NA,NA,0,1,0
SSC351,SSC,2009,351,11,1,2,1,0
SSC351,SSC,2010,351,NA,NA,0,1,0
SSC351,SSC,2011,351,11.7,1,2,1,0
SSC351,SSC,2012,351,NA,NA,0,1,0
SSC351,SSC,2013,351,12.3,1,2,1,0
SSC351,SSC,2014,351,2.4,1,1,1,0
SSC351,SSC,2015,351,NA,1,1,1,0
SSC351,SSC,2016,351,13,1,1,1,0
SSC351,SSC,2017,351,13.4,1,1,1,0
SSC450,SSC,2002,450,14.8,1,0,1,0
SSC450,SSC,2003,450,16.1,1,1,1,0
SSC450,SSC,2004,450,NA,NA,0,1,0
SSC450,SSC,2005,450,15.6,1,2,1,0
SSC450,SSC,2006,450,NA,NA,0,1,0
SSC450,SSC,2007,450,15.7,1,2,1,0
SSC450,SSC,2008,450,NA,NA,0,1,0
SSC450,SSC,2009,450,15.3,1,2,1,0
SSC450,SSC,2010,450,NA,NA,0,1,0
SSC450,SSC,2011,450,15.4,1,2,1,0
SSC450,SSC,2012,450,NA,NA,0,1,0
SSC450,SSC,2013,450,15.1,1,2,1,0
SSC450,SSC,2014,450,NA,1,1,1,0
SSC4535,SSC,2014,4535,17.7,1,0,0,0
SSC4535,SSC,2015,4535,NA,1,1,0,0
SSC4535,SSC,2016,4535,12.6,1,1,0,0
SSC782,SSC,2002,782,0.219732178022843,1,0,1,1
SSC782,SSC,2003,782,NA,1,1,1,0
SSC782,SSC,2004,782,NA,NA,0,1,0
SSC782,SSC,2005,782,NA,0,2,1,0
